Number of bedrooms,Number of bathrooms,Living area sqft,Number of schools nearby,Distance from the airport,Price
3,1.75,2150,2,64,762000
3,1.75,1520,1,64,738000
3,1.5,2180,3,51,720000
4,2.5,2672,2,67,700000
4,2.5,2920,2,63,675000
3,2.25,3340,3,62,670000
3,2.25,2230,1,52,652450
3,1.75,2040,3,53,620000
2,1,1470,3,53,602000
2,2,1660,2,80,601150
3,2.5,3360,2,55,590000
3,2,2690,2,73,575000
5,2.5,2410,2,71,560000
3,2.25,1540,2,79,550000
4,2.25,1580,2,66,525000
3,2.5,2100,1,54,521900
3,2.25,2510,1,51,520000
4,2.5,2800,3,58,515000
3,2.25,1300,1,77,515000
2,1.75,1810,1,74,501000
3,3.25,1490,1,70,500000
3,1.75,1800,1,64,500000
2,1,1420,1,59,496000
2,1,950,3,67,482000
3,2.25,1850,1,69,474950
2,1,1090,1,79,474000
4,1.75,1760,1,75,471000
4,2.5,2811,1,58,455000
3,2.5,2690,2,52,445000
3,2,1650,1,60,440000
2,1,990,1,55,437500
4,2.25,1990,3,70,435000
3,2.25,1830,3,58,430000
3,2.5,2210,2,74,412000
3,1.75,1440,1,68,409000
5,2.75,2470,3,71,400000
4,3,2150,2,58,399950
4,2.5,2600,3,66,392000
4,1.5,2140,3,70,378000
4,2,1720,1,65,375000
2,1.5,1050,3,54,375000
2,1,1140,3,63,365500
4,1,2180,2,50,359000
1,0.75,530,2,57,355000
4,2.25,1570,3,73,350000
3,2,1060,2,56,346000
2,1,1770,1,71,345000
3,1.75,1280,3,74,340000
4,2,1750,2,50,330000
3,1,1050,1,79,325000
3,2,1570,3,69,325000
4,2.75,2060,2,71,322500
3,1.75,1900,1,65,315000
4,2.5,1580,2,61,291000
3,1.75,1990,3,80,285000
3,2.5,1490,3,77,271500
4,1.5,2040,3,79,261000
4,1,1740,2,55,260000
4,2.75,1830,3,70,250000
3,2.25,1640,3,64,247000
2,1.5,1260,3,70,245560
3,2.25,1460,2,62,240000
3,1.5,1890,1,57,240000
3,1,1340,1,50,227000
3,2.5,1740,2,78,225000
3,1,1320,3,74,209000
2,1,710,1,75,187250
5,1,1460,1,72,180000
5,3,3950,3,56,1270000
5,2.75,3710,2,71,1250000
4,2.5,3000,1,54,1080000
4,3.25,4010,3,58,972000
3,2.5,1820,3,75,875000
4,2.75,4030,3,60,835000
5,2.25,2020,3,74,750000
3,2.5,2970,3,66,745000
3,1,2090,2,74,717500
2,2,1615,2,73,665000
2,1,960,1,67,660000
4,2.5,2280,1,62,626100
4,2.5,2280,2,79,622100
2,2,1510,3,74,595000
4,1.5,1810,3,55,560000
4,3.5,3540,3,75,550000
3,2.75,2000,2,53,538000
3,2.25,1240,3,72,529950
5,2.25,2940,1,66,528000
4,2.25,2270,2,69,527500
3,1.75,2060,3,50,510000
8,5,2800,1,72,490000
3,4,1390,3,77,458000
3,2.25,1750,2,76,456150
4,1.75,1850,2,59,450000
3,2,1230,3,72,439950
4,1.75,2160,1,60,429000
3,1.5,1900,3,65,427500
4,2,1490,2,79,425000
3,1.75,1720,2,75,420000
3,2.25,1830,3,61,419995
3,2,1450,2,68,405000
4,2,2070,3,64,400000
2,1.5,1050,1,75,390000
5,2,2020,2,80,385000
4,2.5,2630,2,80,385000
2,1.5,1320,1,51,350000
1,1,790,1,78,350000
2,1.5,1040,3,68,343000
4,2.5,2690,3,65,340000
4,1,1400,1,73,325088
3,1,1330,2,64,320000
3,1.75,1480,3,60,315000
4,2.5,1930,1,51,310000
5,2.5,2100,1,74,309900
3,1.5,1250,3,57,306000
3,1,1000,3,61,295000
3,2.5,1760,2,68,294500
4,2.5,2060,3,70,292000
3,1.5,1040,1,80,290000
3,2.25,1430,1,62,280000
4,2.5,2550,2,58,277500
4,1,1360,2,80,273500
5,2.25,2200,3,61,268450
4,2.5,2040,1,51,265000
3,1,1080,2,67,265000
3,1.5,1020,1,52,255000
3,2,1660,2,76,250000
2,1,700,2,62,248000
3,1,1600,1,65,240000
3,2,1290,3,74,237000
3,1,1660,1,55,209950
3,1.75,1420,3,59,205000
3,1.75,1160,3,80,199500
3,1,1200,3,70,160000
3,1.75,1010,3,70,147500
4,4.25,5540,2,64,2580000
3,4.5,3950,1,57,1930000
5,2.25,3580,3,50,1410000
4,2.5,3180,3,71,1230000
4,3.25,4060,1,72,1180000
3,2.25,2206,2,63,780000
4,2.75,3410,2,52,743000
4,3,2820,3,80,692500
4,2.75,3130,2,75,690500
4,2.5,2740,3,80,690000
3,2.25,2070,3,73,675000
4,2.25,2760,2,50,675000
3,1.75,2030,3,79,660000
4,2.75,2140,1,78,625000
3,3.5,1970,3,57,590000
3,2.25,2230,1,65,585188
3,3.25,3050,3,53,585000
2,2,1760,1,77,579000
2,1.5,1350,3,75,567500
5,3,2560,1,69,565000
3,2.25,2150,3,50,559500
3,2.5,3070,1,77,550000
5,2.5,2380,3,63,529000
3,2.5,2130,1,65,515000
2,2.25,1470,1,77,510000
2,1,680,2,53,500000
5,2.25,2710,2,52,495200
2,1.75,2060,3,76,485000
2,2.75,730,3,62,464000
2,3,1790,2,53,450000
4,2.25,1990,2,75,450000
5,2.5,1990,2,52,438000
5,3,2500,3,60,430000
4,2,1390,2,80,425000
3,1.75,2020,1,61,405000
3,1.75,1860,3,79,400000
3,3,1550,3,78,390000
4,1.5,1780,3,59,372000
4,2.5,2370,2,68,369000
4,3,2250,1,55,363000
4,1.75,1750,2,79,360000
3,1,890,3,54,358000
4,2.75,2700,1,64,357000
4,1.75,1570,2,77,356500
4,2.5,2380,1,71,340000
4,1.5,1790,3,78,338000
4,2.5,2980,2,69,330000
2,2.25,1550,3,62,328000
3,2.5,2550,1,64,325000
3,1,1160,2,65,324000
2,1,1070,3,53,320000
3,1,1280,1,59,299500
3,1,1510,2,76,299000
4,2.25,1400,3,79,294450
3,1.75,1800,3,61,270000
3,2.75,1740,2,57,239999
3,2,1280,3,63,232000
2,1,1480,1,55,215000
2,1,1200,2,58,189000
2,1,1000,3,76,115000
3,2,1780,3,78,760000
3,3.5,2710,2,64,615000
3,2.25,2160,1,57,430000
2,1,1140,2,76,320000
4,2.25,2390,1,74,319000
2,1,720,1,70,285000
3,2.5,3560,1,78,843500
3,1.75,1540,3,59,549000
6,4.75,5540,2,80,2630000
4,3,4750,2,58,2180000
4,3,2860,3,62,1320000
4,4.5,5120,3,65,1240000
5,3.25,3510,3,79,1010000
5,2.25,3320,2,65,989900
5,2.75,3750,2,50,910000
4,2.5,3190,2,62,864000
3,2,3200,1,72,851500
5,3.25,2450,1,73,849000
4,2.75,3540,1,67,820000
4,2.5,2390,2,62,800000
3,1.75,1890,2,55,800000
5,2,3920,2,71,760000
4,2.5,3290,3,56,750000
4,2.75,3800,3,52,730000
4,2.5,2180,3,63,726500
4,2.25,2120,1,51,720168
5,3.25,3060,1,68,708000
4,2.5,3220,3,73,697000
4,2.25,2360,1,72,695000
5,3.5,3860,2,74,670000
4,2,2350,3,55,659000
3,2,2800,2,74,650000
3,1,1430,3,63,650000
3,2.5,2930,3,66,645000
3,1.75,3020,2,72,617000
3,1,1850,3,80,611000
3,2.5,2680,2,59,600000
2,1,2120,3,72,600000
3,2.5,2290,3,74,585000
4,2.5,2950,2,68,551500
4,2.5,2850,1,67,550000
4,1.75,2800,2,59,529000
3,1.75,3000,1,53,523000
4,2.75,2520,3,56,508500
3,1.5,2210,3,76,500000
2,2.25,1600,1,65,492500
4,2.25,2020,1,66,490000
3,1,1470,3,67,475000
3,2.5,2680,3,51,475000
4,1.75,1810,1,61,465000
2,2.25,1390,1,54,465000
3,2.25,2250,2,74,459900
4,1,1330,1,56,458450
5,1.75,3690,3,55,440000
4,2.5,2720,3,67,408500
2,1,800,2,70,405000
2,1,880,1,66,400000
3,2.5,1470,1,69,399950
3,1.5,1000,1,53,390000
3,1.75,1580,2,64,370000
4,2.5,2720,2,71,368000
4,2,1920,2,52,360000
4,3,2590,3,64,355000
3,2.5,1860,3,70,326995
3,3.25,1480,2,56,315000
4,1,1190,1,68,312000
3,1,1210,2,70,310000
3,1.75,1320,3,75,292000
4,3,1984,1,58,292000
2,1,1340,2,55,290000
4,2.5,2660,1,73,287000
2,2.5,1420,3,54,278000
3,1.75,1440,3,57,258950
1,1,620,3,71,244900
4,1.75,1650,1,55,238000
3,1.75,1430,3,60,225000
3,2,1100,3,75,225000
2,1,960,3,54,208000
3,1,1240,1,58,185000
3,1,780,1,64,180000
2,1,730,2,65,174950
2,1,1170,3,53,104950
4,4,4130,2,52,2750000
3,2.25,3360,1,76,2190000
5,3.75,4320,1,73,1800000
4,3.5,4060,1,68,1600000
4,3.25,4290,1,73,1400000
5,3.5,5150,1,80,1380000
5,3.5,3700,2,57,1300000
4,2.5,2720,2,80,1280000
4,2.25,2840,1,56,1150000
4,2.25,2420,1,58,975000
5,2.75,2580,3,53,915000
6,4,3180,1,59,859950
2,2.5,2830,3,73,795000
3,2.5,3040,3,80,790000
4,2.5,3060,2,68,753000
4,2.5,3070,2,78,725786
4,2.5,2440,3,75,699000
6,2.25,2770,1,62,685000
4,2.5,2980,3,60,680000
5,2.25,2610,2,68,678940
4,2.75,2670,3,79,675000
4,3,3280,1,68,634800
4,3,1960,2,57,604000
4,2.5,2520,3,65,600000
3,1.75,2030,1,62,597500
3,2,1170,3,76,592500
3,2.75,1670,3,64,589950
4,2.75,1960,3,65,565000
3,2.25,2220,2,58,558000
3,2.25,2570,2,56,538000
3,2.5,1850,1,74,535000
3,2.25,1290,3,70,525000
4,1.5,1710,2,65,495800
4,1.75,1870,2,70,490000
5,3,2240,1,52,480000
2,1,1220,3,73,470000
2,1,900,1,60,470000
3,2.5,2870,3,55,465000
4,3.5,2000,1,70,456500
4,2.25,2120,3,57,450000
3,1.75,1410,2,63,445000
3,2.25,1770,2,67,436000
2,1.75,1320,1,57,422000
3,3,2680,1,55,417400
6,2,2800,3,51,405000
4,2.5,2820,3,78,398500
5,3,2140,2,66,367777
2,1,1120,2,76,363000
3,1.75,1150,3,60,361000
4,2.25,2390,3,65,359500
3,2.25,1410,1,74,355000
4,1.75,1870,3,57,348500
3,2.25,1690,3,70,345000
2,2.5,1100,1,66,340000
3,2.5,1690,1,80,338000
3,1.75,1400,2,79,337000
4,2.25,2440,1,69,330000
3,1.75,1910,1,50,323000
2,1.75,1200,1,53,306000
5,2.75,2790,2,73,288000
4,2,2100,1,79,283000
4,2.5,2009,1,65,279000
2,2,1480,3,62,276000
4,1.75,1690,3,61,275000
4,2.25,1700,3,79,269500
3,2.5,1805,2,56,266000
3,2.5,1880,3,70,261950
2,1,770,3,75,257000
3,1,1340,2,51,255000
4,2.5,1790,3,52,251100
4,1.5,1850,2,70,245000
3,1.5,1310,1,65,225000
3,1.75,1100,2,74,224000
3,1.75,1650,3,54,220000
3,1,1210,1,73,219950
3,1.5,1100,2,73,215000
3,1,1100,1,80,192500
3,1,990,1,70,173250
2,1.75,6840,3,61,3280000
5,3.25,3680,3,70,1480000
4,2.75,2990,1,77,1080000
4,5.25,4140,1,68,1060000
3,1.75,2150,3,68,950000
5,3.25,4150,3,67,929000
3,2.5,2960,1,78,835000
3,2.5,2760,2,66,834538
4,2.75,3400,1,53,828200
3,2.5,3820,3,62,775000
4,2.25,2040,3,63,760000
3,1.75,2020,3,64,740000
3,1.5,2120,2,69,733500
4,2.5,2870,1,55,725000
4,2.5,3160,1,68,693000
4,2.5,3320,3,53,685000
3,2.5,1790,3,80,670950
3,2.5,1940,1,60,661000
3,2.25,2150,1,56,650000
4,2.5,2580,1,76,620000
3,2.25,2400,1,80,595000
3,2.25,1640,2,64,575950
3,1,1590,3,55,572500
3,1,1130,1,76,550000
3,2.5,2060,2,74,541338
3,3.25,2670,3,64,535000
3,3.5,2490,1,65,533500
3,2.5,2640,2,79,530000
3,1,1800,2,61,500000
3,1.75,1510,2,64,490000
3,2.25,1440,3,73,469000
5,1.5,1830,2,54,465000
3,2.25,1620,3,64,450000
4,2.5,2740,3,68,438900
1,2,3000,2,77,415000
5,2.25,1790,1,62,409950
5,2.75,1690,3,65,399990
4,2.5,2030,3,62,385000
3,2,1770,2,70,381000
3,1.75,1680,1,75,377000
3,2.75,2200,3,70,375000
4,2.5,2420,1,69,365000
4,2.5,2750,2,67,360000
4,2.5,2000,3,60,360000
5,2.5,2750,2,75,357000
3,1,1240,3,55,355000
3,2.25,1960,3,64,355000
5,1,1340,3,67,345950
4,1,1550,3,60,345000
4,2.5,1820,3,53,329500
6,3,2650,1,53,325000
3,2.5,1920,3,63,324000
3,1.75,1010,1,66,315000
3,2.5,1020,3,52,300000
3,1,1040,2,59,299000
4,3.25,2510,3,63,290500
2,1,920,3,50,280300
4,2.5,1850,2,67,278000
3,2.5,2495,3,78,276000
2,2,1290,2,76,275000
4,2.25,1860,2,70,266000
3,1.5,1400,2,71,264950
4,1.5,1400,2,61,257000
5,1.75,2140,3,52,250750
3,1.75,1720,3,57,245000
4,1.75,2020,3,75,245000
3,2,1350,1,51,244000
4,2,1610,1,55,243500
3,1.5,1980,3,50,235000
3,2,1690,1,59,217000
3,2.5,1322,2,61,215000
3,1,1010,3,70,202000
3,2.25,1540,3,79,176000
3,1,1060,3,74,160000
3,1,1230,1,62,125000
5,2.75,2880,1,63,1800000
5,3.75,3700,3,50,1400000
4,2.5,2520,2,55,1130000
4,3.25,3520,3,60,1110000
5,3.25,2680,3,63,1030000
4,4,6050,1,78,930000
3,2.5,3090,2,66,891500
3,1.5,1840,2,64,830000
3,2.5,2000,1,66,755000
4,1.5,1650,2,58,752000
4,2.5,2030,2,63,730000
3,2.5,2620,1,52,725000
3,3.5,3030,3,77,700000
4,1.75,1950,3,67,700000
4,2.5,2770,3,77,685000
3,2.25,2680,1,79,676000
3,2.5,2240,1,54,676000
3,1,1600,1,79,670000
3,1,1650,1,75,665000
3,2,1770,1,52,660000
3,2.5,2570,2,64,654000
4,2.5,3700,3,67,650000
3,2,1470,3,67,640000
3,2.25,1720,3,69,608000
2,2,1340,1,80,592500
4,2.75,3190,3,64,587000
2,1.75,1830,1,50,585000
3,2.5,2160,2,74,585000
4,2.75,2730,3,67,565000
3,2.25,2560,1,77,565000
4,3.5,3090,1,58,549950
2,1.75,1660,1,80,545000
2,1.5,1480,1,68,525000
2,1,820,3,75,510000
3,2,2070,3,78,490000
4,2.75,2560,2,80,485000
4,1.75,1670,1,61,476500
3,1.75,1680,1,50,466000
2,1.75,1390,1,79,460000
3,2.25,2520,2,73,449888
4,2.25,2020,2,57,430000
8,3.25,4300,2,77,430000
4,1,1350,3,65,429000
3,1.5,1890,1,63,400000
3,3,1860,3,61,399950
2,1,870,1,60,395000
2,1.5,1000,1,51,377000
3,2.25,1330,3,57,375000
4,2.5,2070,1,63,372000
4,2.5,2531,3,61,370000
5,2.75,2530,3,50,368500
3,1.5,1340,2,54,357000
3,1,1130,1,53,354000
3,2,1330,3,67,344950
2,1,1070,1,76,335000
4,2,1190,3,58,329000
3,3.25,1480,3,60,320000
3,1.75,1880,2,67,310000
3,1,1150,1,68,305000
4,2.5,2400,3,61,300000
3,2.25,2000,1,70,300000
3,1.75,1980,2,75,299950
2,2.5,2410,1,67,287000
3,1,1200,2,68,280000
3,2.25,1260,2,78,275000
3,2.25,1620,2,69,275000
3,1.75,1460,3,59,265800
4,1.75,1580,3,79,259000
3,2,2070,3,66,254000
4,1.5,2010,2,50,245000
4,2,1750,3,71,225000
3,1.5,1630,1,79,224950
3,0.75,1080,3,73,205000
3,1,1384,3,67,180000
2,1,1200,1,61,179950
3,1,1340,2,69,172000
4,1.75,1700,3,72,148900
5,5.5,7400,1,58,2980000
4,3.25,3860,1,63,1500000
3,3.5,4240,1,58,1390000
4,2.5,2960,1,68,1250000
5,4.25,4420,2,54,1210000
4,3.5,3640,1,62,939000
4,2.5,3220,3,58,862500
4,2.5,2450,1,66,836000
4,3.5,2760,2,65,765000
4,2.5,2910,3,63,765000
3,3.5,2350,3,61,760000
3,2.25,2190,1,64,699950
4,3.5,4490,1,67,689000
5,3,3010,3,54,659950
4,2.5,2340,2,54,645000
4,1.75,1700,1,58,600000
4,2.5,2430,3,67,585000
2,1,940,2,55,543000
3,1.5,2400,3,76,510000
4,2.75,3000,1,57,500000
4,3.25,2820,1,78,485000
2,2.25,1360,3,64,479950
3,1.75,2020,1,53,475000
3,1,1600,1,80,475000
4,2.5,4190,1,73,460000
4,3,3280,1,53,458000
4,1.75,1680,2,57,451000
3,2.25,1830,3,68,439000
4,2.75,2080,2,67,436000
4,2.5,2650,1,56,429000
3,1.75,2080,3,60,426700
2,1,1040,2,62,425000
2,1,1280,3,75,425000
3,1.5,1780,2,58,420000
3,2.5,2390,1,74,420000
3,1.5,1490,3,58,415000
4,3,2430,1,64,410000
5,2.75,2770,3,66,402000
3,1.75,1510,2,73,400000
4,1,2370,2,77,399888
4,3.25,1790,1,54,385000
3,1.75,1560,3,72,385000
4,1.75,1610,3,76,371000
4,2.5,2905,3,79,365000
5,2.5,2880,1,60,360000
4,2.5,2570,2,64,356500
3,1,1450,2,76,340000
3,2.5,1676,1,71,330000
3,1.5,1890,1,63,325000
4,1,1750,1,61,322000
2,1,860,3,71,315000
4,0.5,2300,1,64,312500
4,2,1780,3,67,305000
3,2.5,2056,2,78,303000
3,1.75,1840,3,51,301000
4,1.75,2090,3,72,289950
2,1.5,720,1,51,287000
2,1,710,3,57,285950
4,2,1480,3,50,278000
3,2.25,1630,3,52,265000
3,1,1090,3,75,249000
5,2.5,1760,3,80,220000
3,1,1010,1,75,180000
2,1,960,2,59,180000
2,1,1300,1,51,170000
3,1,1220,2,77,161500
3,1,1090,1,60,143000
2,1,800,3,74,95000
4,3.5,5830,2,50,1580000
4,3.25,4750,1,74,1120000
3,1.75,1640,2,54,410000
3,2.5,1610,1,75,320000
4,1.5,1860,2,74,450000
2,1,1140,2,71,358000
3,1,1040,3,55,339888
4,2.5,2060,1,50,242550
4,3.5,4340,1,77,1280000
3,2.5,2070,2,62,1250000
5,2.5,3370,2,65,1250000
3,1,1880,2,66,1000000
3,2,2160,1,55,987000
3,3.5,2600,3,52,985000
4,2.5,3020,1,72,975000
4,2.5,3570,3,62,942990
5,4.5,4690,3,52,932808
4,3.5,3860,3,53,900000
4,2.75,3140,3,56,869950
5,3.75,3830,3,65,852500
2,2.75,2700,2,51,850000
4,2.5,3220,2,69,748000
4,2.5,2300,1,50,740000
4,2.25,2530,3,77,734000
2,1,1860,2,72,730000
5,2.75,2870,1,58,730000
3,2.5,2410,1,50,715000
4,2.5,3060,2,66,710000
4,2.75,3000,1,50,705000
6,3.25,2900,3,63,696000
3,2.25,2120,2,57,693000
4,2.75,2820,2,60,682000
3,2.5,2060,1,73,680000
3,2.5,1300,1,80,675000
4,1.75,2410,1,75,625000
5,2.25,2460,2,80,599000
3,1.75,1520,3,52,550000
2,1,1520,3,58,535000
3,1.75,1740,3,61,517000
3,1.5,1680,2,67,500000
3,2,1360,1,80,499950
2,1,1450,1,54,499000
4,2.75,2720,2,74,469950
2,1.75,1170,3,50,459000
4,2,2120,1,74,455000
3,1.75,2030,1,50,435000
3,1,1740,3,53,430000
4,2.25,1740,1,54,429950
4,2.5,1950,2,61,425000
4,1.5,1830,2,56,424500
3,1.75,1590,2,56,417000
4,2.5,1980,3,76,405000
4,2.75,2400,3,60,403500
4,1.75,2520,3,61,387846
2,2.5,1760,2,77,385000
2,1,870,2,70,379950
3,2.25,3230,2,63,370000
2,1.5,1200,1,69,365000
3,2.25,2520,2,80,364950
2,2.25,1230,2,69,356000
4,2.5,1830,1,60,353000
2,2.25,1560,2,64,347000
3,2.25,2730,1,63,345000
3,2.25,1440,3,59,330000
3,2.5,2090,1,80,327500
3,1,1600,2,57,325000
3,2,2330,1,55,325000
4,2.5,2120,1,76,319990
3,1,970,3,51,315000
3,3.25,1480,1,68,312500
3,1.75,2270,3,53,292000
2,1,1200,2,80,290000
2,1,950,1,80,290000
3,1.75,1899,3,53,289900
4,1.75,1660,3,62,282000
4,3,2390,2,54,269950
2,2,1070,1,76,256950
3,1.5,1320,3,67,255000
3,2,1150,2,74,252500
3,2.5,1700,2,70,250000
3,1.5,2210,2,80,250000
4,2.5,1750,2,66,242000
4,1,1440,3,53,220000
2,1.75,870,1,74,199950
3,1,1070,1,74,195000
3,1,990,1,59,191000
3,1,1080,3,78,124000
4,4.5,5270,1,53,2600000
4,3.25,5080,2,79,1900000
4,2.75,2930,1,69,1500000
5,3.5,2920,3,76,1070000
4,3.25,4160,2,79,1050000
5,3.25,4050,3,52,1010000
4,2.25,2910,2,71,998000
5,4,5610,2,77,995000
2,1.5,1800,3,72,930000
3,1.75,3860,1,64,880000
6,3.5,2820,2,64,850000
4,2.5,3090,1,64,780000
2,1.75,2210,2,57,767500
5,4,4660,3,56,739000
2,1,2410,1,50,725000
3,2.25,2680,2,75,721000
4,2.5,2510,2,76,706000
4,2.75,2810,1,73,699900
2,1.75,1180,1,77,664950
4,1.5,1500,2,57,651500
4,2.25,2070,1,72,645000
3,1.75,2080,1,66,638700
4,2.25,1920,2,65,635000
4,2.5,2930,2,52,635000
3,1.75,1940,2,70,635000
3,2.5,2180,2,74,625000
4,1,2210,2,54,589000
1,1,1310,1,74,575000
3,2,2290,2,71,565000
4,2.5,1790,2,76,560000
4,2.5,2390,2,56,557500
3,2,2070,2,75,539000
3,2.25,2100,2,55,525000
3,2.5,1820,3,70,505000
4,1.75,2040,1,77,500000
3,1.75,2430,1,63,499900
4,2.5,2242,1,77,490000
4,2.25,2680,1,64,475000
3,2.5,2010,3,67,471000
4,2.5,2820,1,55,465000
4,2,1880,3,56,453000
3,2.25,1750,1,62,434000
3,2.5,2390,1,79,432500
4,2.5,2010,1,50,430000
3,2,1490,3,73,429900
3,1.75,1680,2,73,425000
2,1,910,3,56,422500
3,1.5,1370,2,66,406000
3,2.5,2260,2,61,405000
2,1,1020,2,62,393000
2,1,700,1,68,380000
3,1.75,1380,2,69,375000
3,2.5,1530,1,64,375000
4,2.75,2200,1,79,370000
4,2,1710,3,74,353750
3,2.25,1920,1,77,345000
4,2.25,2010,3,60,324900
3,2.25,1370,2,54,315000
1,1,920,3,62,310000
2,2.25,1610,3,54,305000
2,1.5,1400,2,63,303000
3,1.75,1650,1,65,292000
3,1.5,1590,3,62,284850
3,1,960,2,60,265000
3,1.5,1500,1,74,257100
3,1,1660,3,77,250000
3,1.75,1370,1,67,235000
3,1,1010,1,78,216000
3,1,1070,1,50,147000
3,1.75,2190,1,60,1570000
4,3.5,5844,1,67,1280000
4,2.75,4120,2,60,1250000
3,2.5,2870,2,73,880000
6,3,2530,1,67,830000
4,3.25,3200,1,77,825000
4,2.5,3720,2,52,820000
4,2.75,4600,3,53,800000
4,3.75,3370,2,56,800000
4,3.5,3060,2,53,740000
4,2.75,3440,3,68,730000
3,2.5,2560,2,59,700500
4,2.5,2510,1,59,685000
4,2.25,2370,1,57,670000
4,2.5,2730,2,74,649000
4,2.75,2520,1,69,642860
6,2.5,2560,1,70,632000
4,2.25,2900,1,75,630000
1,1,1090,3,75,598800
3,2.5,2400,1,50,590000
3,1,1490,1,79,578500
4,2.25,2380,3,57,570000
2,1.75,1740,1,54,550000
3,1.75,2300,3,79,505000
3,2,1560,3,77,500000
4,2.5,2230,2,57,500000
4,1.75,1930,2,57,495000
3,2.5,1890,1,68,490000
3,1.75,1740,1,79,480000
3,1.5,900,2,58,465000
4,2.75,2160,1,62,445000
4,2.5,2798,1,71,440000
4,2.75,2160,3,56,435000
2,1.5,1320,1,77,430000
2,1,830,3,77,425000
4,1.75,2230,3,56,415000
3,2.75,2390,1,60,405300
4,2.5,1890,1,51,388500
3,2.5,2470,3,64,365000
4,2.5,1960,1,52,355950
4,2.5,2100,1,74,352500
3,2,1870,2,71,340000
3,2,1830,1,63,336500
3,1,910,2,79,330000
3,1,1160,3,64,325000
3,1,1240,3,78,305500
2,1,1290,2,58,305000
2,1,1220,1,52,300000
3,1,1190,2,55,299500
4,1,1590,1,78,291000
2,1.75,1700,2,72,290000
3,2.25,2300,2,71,287000
4,2,1980,2,53,279000
2,1,900,2,53,275000
4,1.75,1710,2,51,271000
3,1,1010,3,69,270000
3,1,1180,3,78,255000
3,1.75,1500,3,67,244000
3,1.75,1300,3,51,236000
2,2.25,1660,1,54,235000
4,1.5,1570,3,71,228900
3,1.75,1900,1,64,220000
5,1.5,1980,2,74,215000
4,1.5,1360,1,50,201000
3,3.5,3490,2,66,1620000
4,1.75,2300,3,71,1340000
4,2.5,2830,3,59,1040000
3,3.5,2760,1,50,952000
4,2.75,3800,2,54,950000
4,2.5,3480,3,78,895000
5,3,4080,2,78,825000
4,2.5,2180,1,64,825000
3,3.5,2670,2,60,825000
4,2.75,2840,1,75,784950
4,2.5,3270,1,67,735000
4,2.5,2820,3,65,677000
3,1.75,1940,1,79,650000
5,1,3020,1,55,630000
4,3,1550,3,66,623500
4,2.5,2730,1,58,620000
2,1.75,1990,3,56,582500
2,1.75,1210,1,70,582000
3,2.5,1820,3,70,580000
3,2,2290,1,72,572500
2,1,1100,3,78,570000
3,2.5,4040,2,76,565000
4,1.75,2660,1,62,557000
3,1.75,2080,1,76,520000
3,2.5,2490,3,66,504750
3,2.5,2980,1,79,480000
3,2.5,2670,1,72,465750
3,2.5,1600,3,61,465000
4,2.75,1900,3,70,463000
3,2.25,1800,2,53,420000
3,1,1790,3,78,420000
2,0.75,1160,3,76,405000
3,2,1440,1,56,405000
3,1.5,1600,2,57,390000
2,1.5,1650,1,56,364000
3,1.25,2350,2,69,360000
3,1.75,1630,2,58,357500
3,1.75,1480,1,53,350000
5,2.5,2530,2,58,349900
2,2.25,1550,2,73,348500
3,2.5,2360,1,70,339999
3,1.5,2400,2,65,338000
4,2.5,2650,3,64,329000
3,2.5,1810,3,80,327000
3,2.25,1570,2,63,325000
2,1,750,2,78,319000
3,2.5,2240,3,58,315000
3,2.5,1950,1,64,315000
2,1.5,1000,2,61,303000
4,2.5,1580,1,71,299900
3,1,1410,3,59,288000
3,2.5,1660,1,56,279000
3,1,870,1,53,276000
5,1.5,1950,2,50,275000
1,1,520,2,54,275000
4,1.75,1360,2,64,260000
3,2.5,1800,1,77,258500
2,1,740,3,62,255000
3,2.5,1850,1,69,249000
3,2.25,1422,3,80,245000
2,1,1180,2,50,244000
4,1.5,1570,2,59,229950
3,1,1010,2,50,229000
4,2.5,1680,1,74,213400
3,2,1830,1,75,210000
3,1.5,1090,1,52,200000
2,1,800,3,56,175000
4,4,5780,2,57,2890000
4,3.5,3930,2,52,1800000
3,1.75,2040,3,76,1320000
3,2,2090,3,57,1050000
8,3.75,3460,3,71,808000
3,2.75,2070,3,69,770000
4,2.5,3230,1,76,765000
4,2.25,3140,3,63,750000
4,2.5,2940,3,76,675000
3,1.5,1890,1,61,651000
5,2.75,3630,3,54,633000
3,2.5,2070,2,70,567000
3,2,2080,3,62,555000
3,2.25,1670,2,77,539950
3,2.5,2250,3,65,538000
2,2.25,1460,1,51,495000
4,2,1400,2,72,485000
3,1,1150,2,53,450000
1,1,630,2,78,430000
3,2,1360,3,52,396900
2,1,1200,2,66,395000
3,2,1270,2,58,386100
3,2.5,1670,3,69,375000
2,1,980,3,54,375000
3,1.5,1510,1,56,340768
3,1,1770,2,61,340500
2,1.75,1880,2,72,340000
3,2,1840,3,66,329000
3,2,1640,2,58,319000
3,2,1190,3,72,311000
3,1,1820,2,67,309000
4,2.5,2030,2,59,304500
3,1.75,1820,2,62,299500
3,1.5,1580,3,57,296500
3,1,980,3,75,280000
3,1.75,1400,1,52,269950
2,1.5,1290,2,65,268500
4,1.75,1930,1,52,245000
3,1,1010,3,50,241000
4,1.75,1480,2,57,239900
3,1,1020,1,60,229000
3,1,1180,2,67,179500
4,3,2120,1,63,1320000
3,2.5,2720,3,69,420000
